my favorite color is aa:bb:cc:dd:ee:ff.	0	1	favorite color	1	user	favorite_color	aa:bb:cc:dd:ee:ff	10	16
my favorite color is 2026-06-13.	0	1	favorite color	1	user	favorite_color	2026-06-13	10	16
my favorite color is fe80::1.	0	1	favorite color	1	user	favorite_color	fe80::1	10	15
my favorite color is a thing with spaces.	0	1	favorite color	1	user	favorite_color	a thing with spaces	10	99
my favorite color is .	0	1	favorite color	0
my HTTPServer is theo@example.com.	0	1	HTTPServer	1	user	httpserver	theo@example.com	10	16
my HTTPServer is 192.168.1.254.	0	1	HTTPServer	1	user	httpserver	192.168.1.254	10	15
my HTTPServer is Theo.	0	1	HTTPServer	1	user	httpserver	Theo	10	99
my HTTPServer is aa:bb:cc:dd:ee:ff.	0	1	HTTPServer	1	user	httpserver	aa:bb:cc:dd:ee:ff	10	16
my HTTPServer is 2026-06-13.	0	1	HTTPServer	1	user	httpserver	2026-06-13	10	16
my HTTPServer is fe80::1.	0	1	HTTPServer	1	user	httpserver	fe80::1	10	15
my HTTPServer is a thing with spaces.	0	1	HTTPServer	1	user	httpserver	a thing with spaces	10	99
my HTTPServer is .	0	1	HTTPServer	0
my work-phone is theo@example.com.	0	1	work-phone	1	user	work_phone	theo@example.com	10	16
my work-phone is 192.168.1.254.	0	1	work-phone	1	user	work_phone	192.168.1.254	10	15
my work-phone is Theo.	0	1	work-phone	1	user	work_phone	Theo	10	99
my work-phone is aa:bb:cc:dd:ee:ff.	0	1	work-phone	1	user	work_phone	aa:bb:cc:dd:ee:ff	10	16
my work-phone is 2026-06-13.	0	1	work-phone	1	user	work_phone	2026-06-13	10	16
my work-phone is fe80::1.	0	1	work-phone	1	user	work_phone	fe80::1	10	15
my work-phone is a thing with spaces.	0	1	work-phone	1	user	work_phone	a thing with spaces	10	99
my work-phone is .	0	1	work-phone	0
my x is theo@example.com.	0	1	x	1	user	x	theo@example.com	10	16
my x is 192.168.1.254.	0	1	x	1	user	x	192.168.1.254	10	15
my x is Theo.	0	1	x	1	user	x	Theo	10	99
my x is aa:bb:cc:dd:ee:ff.	0	1	x	1	user	x	aa:bb:cc:dd:ee:ff	10	16
my x is 2026-06-13.	0	1	x	1	user	x	2026-06-13	10	16
my x is fe80::1.	0	1	x	1	user	x	fe80::1	10	15
my x is a thing with spaces.	0	1	x	1	user	x	a thing with spaces	10	99
my x is .	0	1	x	0
my a very long attribute phrase that keeps going is theo@example.com.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	theo@example.com	10	16
my a very long attribute phrase that keeps going is 192.168.1.254.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	192.168.1.254	10	15
my a very long attribute phrase that keeps going is Theo.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	Theo	10	99
my a very long attribute phrase that keeps going is aa:bb:cc:dd:ee:ff.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	aa:bb:cc:dd:ee:ff	10	16
my a very long attribute phrase that keeps going is 2026-06-13.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	2026-06-13	10	16
my a very long attribute phrase that keeps going is fe80::1.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	fe80::1	10	15
my a very long attribute phrase that keeps going is a thing with spaces.	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	a thing with spaces	10	99
my a very long attribute phrase that keeps going is .	0	1	a very long	0
my  is theo@example.com.	0	1	is theo@example	0
my  is 192.168.1.254.	0	1	is 192	0
my  is Theo.	0	1	is Theo	0
my  is aa:bb:cc:dd:ee:ff.	0	1	is aa:bb:cc:dd:ee:ff	0
my  is 2026-06-13.	0	1	is 2026-06-13	0
my  is fe80::1.	0	1	is fe80::1	0
my  is a thing with spaces.	0	1	is a thing	0
my  is .	0	1	is	0
My email is theo@example.com, thanks	0	1	email	1	user	email	theo@example.com, thanks	10	99
My email is 192.168.1.254, thanks	0	1	email	1	user	email	192.168.1.254, thanks	10	99
My email is Theo, thanks	0	1	email	1	user	email	Theo, thanks	10	99
My email is aa:bb:cc:dd:ee:ff, thanks	0	1	email	1	user	email	aa:bb:cc:dd:ee:ff, thanks	10	99
My email is 2026-06-13, thanks	0	1	email	1	user	email	2026-06-13, thanks	10	99
My email is fe80::1, thanks	0	1	email	1	user	email	fe80::1, thanks	10	99
My email is a thing with spaces, thanks	0	1	email	1	user	email	a thing with spaces, thanks	10	99
My email is , thanks	0	1	email	1	user	email	, thanks	10	99
My home ip is theo@example.com, thanks	0	1	home ip	1	user	home_ip	theo@example.com, thanks	10	99
My home ip is 192.168.1.254, thanks	0	1	home ip	1	user	home_ip	192.168.1.254, thanks	10	99
My home ip is Theo, thanks	0	1	home ip	1	user	home_ip	Theo, thanks	10	99
My home ip is aa:bb:cc:dd:ee:ff, thanks	0	1	home ip	1	user	home_ip	aa:bb:cc:dd:ee:ff, thanks	10	99
My home ip is 2026-06-13, thanks	0	1	home ip	1	user	home_ip	2026-06-13, thanks	10	99
My home ip is fe80::1, thanks	0	1	home ip	1	user	home_ip	fe80::1, thanks	10	99
My home ip is a thing with spaces, thanks	0	1	home ip	1	user	home_ip	a thing with spaces, thanks	10	99
My home ip is , thanks	0	1	home ip	1	user	home_ip	, thanks	10	99
My name is theo@example.com, thanks	0	1	name	1	user	name	theo@example.com, thanks	10	99
My name is 192.168.1.254, thanks	0	1	name	1	user	name	192.168.1.254, thanks	10	99
My name is Theo, thanks	0	1	name	1	user	name	Theo, thanks	10	99
My name is aa:bb:cc:dd:ee:ff, thanks	0	1	name	1	user	name	aa:bb:cc:dd:ee:ff, thanks	10	99
My name is 2026-06-13, thanks	0	1	name	1	user	name	2026-06-13, thanks	10	99
My name is fe80::1, thanks	0	1	name	1	user	name	fe80::1, thanks	10	99
My name is a thing with spaces, thanks	0	1	name	1	user	name	a thing with spaces, thanks	10	99
My name is , thanks	0	1	name	1	user	name	, thanks	10	99
My favorite color is theo@example.com, thanks	0	1	favorite color	1	user	favorite_color	theo@example.com, thanks	10	99
My favorite color is 192.168.1.254, thanks	0	1	favorite color	1	user	favorite_color	192.168.1.254, thanks	10	99
My favorite color is Theo, thanks	0	1	favorite color	1	user	favorite_color	Theo, thanks	10	99
My favorite color is aa:bb:cc:dd:ee:ff, thanks	0	1	favorite color	1	user	favorite_color	aa:bb:cc:dd:ee:ff, thanks	10	99
My favorite color is 2026-06-13, thanks	0	1	favorite color	1	user	favorite_color	2026-06-13, thanks	10	99
My favorite color is fe80::1, thanks	0	1	favorite color	1	user	favorite_color	fe80::1, thanks	10	99
My favorite color is a thing with spaces, thanks	0	1	favorite color	1	user	favorite_color	a thing with spaces, thanks	10	99
My favorite color is , thanks	0	1	favorite color	1	user	favorite_color	, thanks	10	99
My HTTPServer is theo@example.com, thanks	0	1	HTTPServer	1	user	httpserver	theo@example.com, thanks	10	99
My HTTPServer is 192.168.1.254, thanks	0	1	HTTPServer	1	user	httpserver	192.168.1.254, thanks	10	99
My HTTPServer is Theo, thanks	0	1	HTTPServer	1	user	httpserver	Theo, thanks	10	99
My HTTPServer is aa:bb:cc:dd:ee:ff, thanks	0	1	HTTPServer	1	user	httpserver	aa:bb:cc:dd:ee:ff, thanks	10	99
My HTTPServer is 2026-06-13, thanks	0	1	HTTPServer	1	user	httpserver	2026-06-13, thanks	10	99
My HTTPServer is fe80::1, thanks	0	1	HTTPServer	1	user	httpserver	fe80::1, thanks	10	99
My HTTPServer is a thing with spaces, thanks	0	1	HTTPServer	1	user	httpserver	a thing with spaces, thanks	10	99
My HTTPServer is , thanks	0	1	HTTPServer	1	user	httpserver	, thanks	10	99
My work-phone is theo@example.com, thanks	0	1	work-phone	1	user	work_phone	theo@example.com, thanks	10	99
My work-phone is 192.168.1.254, thanks	0	1	work-phone	1	user	work_phone	192.168.1.254, thanks	10	99
My work-phone is Theo, thanks	0	1	work-phone	1	user	work_phone	Theo, thanks	10	99
My work-phone is aa:bb:cc:dd:ee:ff, thanks	0	1	work-phone	1	user	work_phone	aa:bb:cc:dd:ee:ff, thanks	10	99
My work-phone is 2026-06-13, thanks	0	1	work-phone	1	user	work_phone	2026-06-13, thanks	10	99
My work-phone is fe80::1, thanks	0	1	work-phone	1	user	work_phone	fe80::1, thanks	10	99
My work-phone is a thing with spaces, thanks	0	1	work-phone	1	user	work_phone	a thing with spaces, thanks	10	99
My work-phone is , thanks	0	1	work-phone	1	user	work_phone	, thanks	10	99
My x is theo@example.com, thanks	0	1	x	1	user	x	theo@example.com, thanks	10	99
My x is 192.168.1.254, thanks	0	1	x	1	user	x	192.168.1.254, thanks	10	99
My x is Theo, thanks	0	1	x	1	user	x	Theo, thanks	10	99
My x is aa:bb:cc:dd:ee:ff, thanks	0	1	x	1	user	x	aa:bb:cc:dd:ee:ff, thanks	10	99
My x is 2026-06-13, thanks	0	1	x	1	user	x	2026-06-13, thanks	10	99
My x is fe80::1, thanks	0	1	x	1	user	x	fe80::1, thanks	10	99
My x is a thing with spaces, thanks	0	1	x	1	user	x	a thing with spaces, thanks	10	99
My x is , thanks	0	1	x	1	user	x	, thanks	10	99
My a very long attribute phrase that keeps going is theo@example.com, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	theo@example.com, thanks	10	99
My a very long attribute phrase that keeps going is 192.168.1.254, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	192.168.1.254, thanks	10	99
My a very long attribute phrase that keeps going is Theo, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	Theo, thanks	10	99
My a very long attribute phrase that keeps going is aa:bb:cc:dd:ee:ff, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	aa:bb:cc:dd:ee:ff, thanks	10	99
My a very long attribute phrase that keeps going is 2026-06-13, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	2026-06-13, thanks	10	99
My a very long attribute phrase that keeps going is fe80::1, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	fe80::1, thanks	10	99
My a very long attribute phrase that keeps going is a thing with spaces, thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	a thing with spaces, thanks	10	99
My a very long attribute phrase that keeps going is , thanks	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	, thanks	10	99
My  is theo@example.com, thanks	0	1	is theo@example	0
My  is 192.168.1.254, thanks	0	1	is 192	0
My  is Theo, thanks	0	1	is Theo, thanks	0
My  is aa:bb:cc:dd:ee:ff, thanks	0	1	is aa:bb:cc:dd:ee:ff, thanks	0
My  is 2026-06-13, thanks	0	1	is 2026-06-13, thanks	0
My  is fe80::1, thanks	0	1	is fe80::1, thanks	0
My  is a thing with spaces, thanks	0	1	is a thing	0
My  is , thanks	0	1	is , thanks	0
hi there, my email is theo@example.com and that's it	0	1	email	1	user	email	theo@example.com and that's it	10	99
hi there, my email is 192.168.1.254 and that's it	0	1	email	1	user	email	192.168.1.254 and that's it	10	99
hi there, my email is Theo and that's it	0	1	email	1	user	email	Theo and that's it	10	99
hi there, my email is aa:bb:cc:dd:ee:ff and that's it	0	1	email	1	user	email	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my email is 2026-06-13 and that's it	0	1	email	1	user	email	2026-06-13 and that's it	10	99
hi there, my email is fe80::1 and that's it	0	1	email	1	user	email	fe80::1 and that's it	10	99
hi there, my email is a thing with spaces and that's it	0	1	email	1	user	email	a thing with spaces and that's it	10	99
hi there, my email is  and that's it	0	1	email	1	user	email	and that's it	10	99
hi there, my home ip is theo@example.com and that's it	0	1	home ip	1	user	home_ip	theo@example.com and that's it	10	99
hi there, my home ip is 192.168.1.254 and that's it	0	1	home ip	1	user	home_ip	192.168.1.254 and that's it	10	99
hi there, my home ip is Theo and that's it	0	1	home ip	1	user	home_ip	Theo and that's it	10	99
hi there, my home ip is aa:bb:cc:dd:ee:ff and that's it	0	1	home ip	1	user	home_ip	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my home ip is 2026-06-13 and that's it	0	1	home ip	1	user	home_ip	2026-06-13 and that's it	10	99
hi there, my home ip is fe80::1 and that's it	0	1	home ip	1	user	home_ip	fe80::1 and that's it	10	99
hi there, my home ip is a thing with spaces and that's it	0	1	home ip	1	user	home_ip	a thing with spaces and that's it	10	99
hi there, my home ip is  and that's it	0	1	home ip	1	user	home_ip	and that's it	10	99
hi there, my name is theo@example.com and that's it	0	1	name	1	user	name	theo@example.com and that's it	10	99
hi there, my name is 192.168.1.254 and that's it	0	1	name	1	user	name	192.168.1.254 and that's it	10	99
hi there, my name is Theo and that's it	0	1	name	1	user	name	Theo and that's it	10	99
hi there, my name is aa:bb:cc:dd:ee:ff and that's it	0	1	name	1	user	name	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my name is 2026-06-13 and that's it	0	1	name	1	user	name	2026-06-13 and that's it	10	99
hi there, my name is fe80::1 and that's it	0	1	name	1	user	name	fe80::1 and that's it	10	99
hi there, my name is a thing with spaces and that's it	0	1	name	1	user	name	a thing with spaces and that's it	10	99
hi there, my name is  and that's it	0	1	name	1	user	name	and that's it	10	99
hi there, my favorite color is theo@example.com and that's it	0	1	favorite color	1	user	favorite_color	theo@example.com and that's it	10	99
hi there, my favorite color is 192.168.1.254 and that's it	0	1	favorite color	1	user	favorite_color	192.168.1.254 and that's it	10	99
hi there, my favorite color is Theo and that's it	0	1	favorite color	1	user	favorite_color	Theo and that's it	10	99
hi there, my favorite color is aa:bb:cc:dd:ee:ff and that's it	0	1	favorite color	1	user	favorite_color	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my favorite color is 2026-06-13 and that's it	0	1	favorite color	1	user	favorite_color	2026-06-13 and that's it	10	99
hi there, my favorite color is fe80::1 and that's it	0	1	favorite color	1	user	favorite_color	fe80::1 and that's it	10	99
hi there, my favorite color is a thing with spaces and that's it	0	1	favorite color	1	user	favorite_color	a thing with spaces and that's it	10	99
hi there, my favorite color is  and that's it	0	1	favorite color	1	user	favorite_color	and that's it	10	99
hi there, my HTTPServer is theo@example.com and that's it	0	1	HTTPServer	1	user	httpserver	theo@example.com and that's it	10	99
hi there, my HTTPServer is 192.168.1.254 and that's it	0	1	HTTPServer	1	user	httpserver	192.168.1.254 and that's it	10	99
hi there, my HTTPServer is Theo and that's it	0	1	HTTPServer	1	user	httpserver	Theo and that's it	10	99
hi there, my HTTPServer is aa:bb:cc:dd:ee:ff and that's it	0	1	HTTPServer	1	user	httpserver	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my HTTPServer is 2026-06-13 and that's it	0	1	HTTPServer	1	user	httpserver	2026-06-13 and that's it	10	99
hi there, my HTTPServer is fe80::1 and that's it	0	1	HTTPServer	1	user	httpserver	fe80::1 and that's it	10	99
hi there, my HTTPServer is a thing with spaces and that's it	0	1	HTTPServer	1	user	httpserver	a thing with spaces and that's it	10	99
hi there, my HTTPServer is  and that's it	0	1	HTTPServer	1	user	httpserver	and that's it	10	99
hi there, my work-phone is theo@example.com and that's it	0	1	work-phone	1	user	work_phone	theo@example.com and that's it	10	99
hi there, my work-phone is 192.168.1.254 and that's it	0	1	work-phone	1	user	work_phone	192.168.1.254 and that's it	10	99
hi there, my work-phone is Theo and that's it	0	1	work-phone	1	user	work_phone	Theo and that's it	10	99
hi there, my work-phone is aa:bb:cc:dd:ee:ff and that's it	0	1	work-phone	1	user	work_phone	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my work-phone is 2026-06-13 and that's it	0	1	work-phone	1	user	work_phone	2026-06-13 and that's it	10	99
hi there, my work-phone is fe80::1 and that's it	0	1	work-phone	1	user	work_phone	fe80::1 and that's it	10	99
hi there, my work-phone is a thing with spaces and that's it	0	1	work-phone	1	user	work_phone	a thing with spaces and that's it	10	99
hi there, my work-phone is  and that's it	0	1	work-phone	1	user	work_phone	and that's it	10	99
hi there, my x is theo@example.com and that's it	0	1	x	1	user	x	theo@example.com and that's it	10	99
hi there, my x is 192.168.1.254 and that's it	0	1	x	1	user	x	192.168.1.254 and that's it	10	99
hi there, my x is Theo and that's it	0	1	x	1	user	x	Theo and that's it	10	99
hi there, my x is aa:bb:cc:dd:ee:ff and that's it	0	1	x	1	user	x	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my x is 2026-06-13 and that's it	0	1	x	1	user	x	2026-06-13 and that's it	10	99
hi there, my x is fe80::1 and that's it	0	1	x	1	user	x	fe80::1 and that's it	10	99
hi there, my x is a thing with spaces and that's it	0	1	x	1	user	x	a thing with spaces and that's it	10	99
hi there, my x is  and that's it	0	1	x	1	user	x	and that's it	10	99
hi there, my a very long attribute phrase that keeps going is theo@example.com and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	theo@example.com and that's it	10	99
hi there, my a very long attribute phrase that keeps going is 192.168.1.254 and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	192.168.1.254 and that's it	10	99
hi there, my a very long attribute phrase that keeps going is Theo and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	Theo and that's it	10	99
hi there, my a very long attribute phrase that keeps going is aa:bb:cc:dd:ee:ff and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	aa:bb:cc:dd:ee:ff and that's it	10	99
hi there, my a very long attribute phrase that keeps going is 2026-06-13 and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	2026-06-13 and that's it	10	99
hi there, my a very long attribute phrase that keeps going is fe80::1 and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	fe80::1 and that's it	10	99
hi there, my a very long attribute phrase that keeps going is a thing with spaces and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	a thing with spaces and that's it	10	99
hi there, my a very long attribute phrase that keeps going is  and that's it	0	1	a very long	1	user	a_very_long_attribute_phrase_that_keeps_going	and that's it	10	99
hi there, my  is theo@example.com and that's it	0	1	is theo@example	0
hi there, my  is 192.168.1.254 and that's it	0	1	is 192	0
hi there, my  is Theo and that's it	0	1	is Theo and	0
hi there, my  is aa:bb:cc:dd:ee:ff and that's it	0	1	is aa:bb:cc:dd:ee:ff and	0
hi there, my  is 2026-06-13 and that's it	0	1	is 2026-06-13 and	0
hi there, my  is fe80::1 and that's it	0	1	is fe80::1 and	0
hi there, my  is a thing with spaces and that's it	0	1	is a thing	0
hi there, my  is  and that's it	0	1	is  and that's	0
my email is theo@example.com\nmy other thing	0	1	email	1	user	email	theo@example.com	10	16
my email is 192.168.1.254\nmy other thing	0	1	email	1	user	email	192.168.1.254	10	15
my email is Theo\nmy other thing	0	1	email	1	user	email	Theo	10	99
my email is aa:bb:cc:dd:ee:ff\nmy other thing	0	1	email	1	user	email	aa:bb:cc:dd:ee:ff	10	16
my email is 2026-06-13\nmy other thing	0	1	email	1	user	email	2026-06-13	10	16
my email is fe80::1\nmy other thing	0	1	email	1	user	email	fe80::1	10	15
my email is a thing with spaces\nmy other thing	0	1	email	1	user	email	a thing with spaces	10	99
my email is \nmy other thing	0	1	email	0
my home ip is theo@example.com\nmy other thing	0	1	home ip	1	user	home_ip	theo@example.com	10	16
my home ip is 192.168.1.254\nmy other thing	0	1	home ip	1	user	home_ip	192.168.1.254	10	15
my home ip is Theo\nmy other thing	0	1	home ip	1	user	home_ip	Theo	10	99
my home ip is aa:bb:cc:dd:ee:ff\nmy other thing	0	1	home ip	1	user	home_ip	aa:bb:cc:dd:ee:ff	10	16
my home ip is 2026-06-13\nmy other thing	0	1	home ip	1	user	home_ip	2026-06-13	10	16
my home ip is fe80::1\nmy other thing	0	1	home ip	1	user	home_ip	fe80::1	10	15
my home ip is a thing with spaces\nmy other thing	0	1	home ip	1	user	home_ip	a thing with spaces	10	99
my home ip is \nmy other thing	0	1	home ip	0
my name is theo@example.com\nmy other thing	0	1	name	1	user	name	theo@example.com	10	16
my name is 192.168.1.254\nmy other thing	0	1	name	1	user	name	192.168.1.254	10	15
my name is Theo\nmy other thing	0	1	name	1	user	name	Theo	10	99
